track,artist,album,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Kings,Rapper Big Pooh,Words Paint Pictures,1pCBtqNsKO9Zf61YJ7AnGd,0.39,0.798,11,-5.401,1,0.181,0,0.294,0.617,84.093,335627,4
Victory Lap (feat. Stacy Barthe),Nipsey Hussle,Victory Lap,6hkQ6OQ6nhe7QCckH91aGa,0.597,0.755,4,-2.209,0,0.052,0,0.582,0.0467,89.146,238333,4
The Rebirth,DyMe-A-DuZiN,Crown Fried,69yjRw1T9YTA2npz6xr0vw,0.724,0.734,7,-11.411,1,0.497,0,0.0663,0.754,87.622,252997,4
A.m.e.n,Buds,A.m.e.n,540dwwSfpGAd1EGfuO3Q0f,0.627,0.671,6,-4.329,0,0.324,0,0.0898,0.395,86.792,190917,4
Tales of Trillium Shakespeare (feat. Ayo da Don),Focus the Truth,Q85,2LFnZ4SG0SQ24Wj1NorWLJ,0.624,0.722,3,-8.522,0,0.385,0,0.548,0.734,90.006,176800,4
Mutual Butterflies,Ryan Trey,august,531MBHrtGF6nAkK4zUafi9,0.616,0.649,3,-5.133,0,0.462,0,0.142,0.751,78.131,183875,4
Domino,Caine Casket,9 Nights,1MGyGAspEs3mHGRAHw9Som,0.666,0.409,1,-12.796,0,0.347,6.25e-05,0.094,0.452,156.865,174341,4
Potato Salad,"Tyler, The Creator",Potato Salad,1jzIJcHCXneHw7ojC6LXiF,0.538,0.612,2,-6.02,1,0.424,0,0.213,0.684,168.197,182493,4
Lessons,Lethal Bizzle,Lessons,2PFiYyb62lHaJXQTTmqJ0z,0.783,0.888,5,-1.845,0,0.218,0,0.0941,0.892,105.028,184280,4
Seven Letters,The Underachievers,After the Rain,0wiwzhENCbonNka17E3CnD,0.46,0.908,11,-5.345,1,0.401,0,0.0841,0.506,82.46,236356,4
Tints (feat. Kendrick Lamar),Anderson .Paak,Oxnard,7c3SbTuufigBWURcICnAWy,0.805,0.833,1,-6.73,0,0.12,0,0.0578,0.703,109.076,268400,4
"Breukelen ""Brooklyn"" (feat. Smif-N-Wessun)",Masta Ace & Marco Polo,A Breukelen Story,65Ib0lSdd7AsRNckNMtSNC,0.397,0.747,1,-7.052,1,0.15,3.08e-05,0.156,0.424,179.773,245319,4
Doubt (feat. Wretch 32),Samm Henshaw,Doubt (feat. Wretch 32),3zmS23swrDKQGPIr20Ldl9,0.629,0.756,1,-6.214,0,0.299,0,0.304,0.589,140.08,225078,4
Life in the Flesh,Coops,LIFE IN THE FLESH,6r2R6EUEKtGNOhQPz04Q2x,0.635,0.573,10,-9.674,0,0.0592,0,0.469,0.419,83.95,224520,4
The Jungle Law,Alex Ford,The Wild Imagination,2FmlAso3qRwD5EYIE5W0vg,0.409,0.88,10,-3.747,0,0.315,0,0.834,0.778,170.474,169412,4
Big L & Half a Mil,Westside Gunn,Hitler Wears Hermes 2,2dfT4f6SjjgpTfJs75szVj,0.502,0.759,9,-7.155,0,0.245,0,0.453,0.373,139.826,109061,4
Island Jam - California,Leroy Menace,Island Jam (California),2avyxINKnd3CdFySHwnM5Z,0.744,0.441,7,-11.598,1,0.364,2.44e-06,0.665,0.904,132.033,172727,4
Deadcrush (feat. Danny Brown) - Alchemist x Trooko Version,alt-J,Reduxer,6pyBf22Jn01DqjFLq5mKOs,0.48,0.675,5,-6.099,0,0.0682,0.000637,0.346,0.359,71.582,243573,4
Fool's Gold,Grandmilly,Adventureland,4RVTZZk2e2rwNYzYIL6nhy,0.441,0.945,4,-4.098,0,0.192,0,0.416,0.857,73.661,153742,4
Feeling High,The Mouse Outfit,Jagged Tooth Crook,1aBettOr79Ze27sceoL6U9,0.732,0.42,10,-3.505,0,0.0856,0.0493,0.313,0.49,83.021,224374,4
Whole Thing,Frank Casino,Whole Thing (feat. Riky Rick),4Qrx4Daf89cVySpFZEF6Bi,0.742,0.609,3,-8.079,1,0.284,0,0.16,0.511,95.358,265301,4
The Feeling,Summers Sons,The Feeling,58nrWMP7Gsr4SUOowBn7Y6,0.629,0.457,9,-11.096,0,0.33,0.0445,0.106,0.505,86.827,179464,4
Still Fakin' the Funk,Neek The Exotic,Hell up in Queens,4m0PYegdIxT5IOnriF9Gtq,0.635,0.851,10,-6.475,0,0.463,8e-06,0.781,0.651,90.141,215747,4
Ottolenghi,Loyle Carner,"Not Waving, But Drowning",64I9byMYBlS1ARsC3vtpgW,0.776,0.593,7,-10.535,1,0.252,0.00616,0.186,0.247,94.97,197601,4
One Eye Open,Dom Kennedy,Volume Two,50PNsrNX1lzMwvYv8bj22D,0.832,0.483,11,-6.297,0,0.075,0,0.217,0.192,86.989,187979,4
Empire State of Grind (Hoodtape 3),Kollegah,Monument,4pHPrd9yB3YFwjJe43GneO,0.48,0.857,10,-4.421,0,0.351,0,0.17,0.665,170.279,155040,4
"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,KitschKrieg,5WxzuqQCeCsFlUEStzTp3K,0.825,0.761,1,-6.591,1,0.189,0,0.157,0.875,88.994,195187,4
Tap Out II - Open Verse,Jay Rock,Tap Out II (Open Verse),1fjSew3edrJcQXaMBfaXqc,0.737,0.509,5,-6.845,0,0.06,0,0.148,0.549,100.008,199693,4
Boss Right Now,Creek Boyz,Boss Right Now,0bSIvofcj79ukY6WsXiOac,0.756,0.564,6,-7.956,0,0.0293,0,0.274,0.464,110.067,198545,4
New World Order,Flatbush Zombies,New World Order,5hymY2bRVvk9XabRFZF1ze,0.449,0.688,1,-7.776,1,0.29,1.28e-05,0.108,0.445,125.085,222265,5
Evil Things,The Underachievers,After the Rain,7G22t5CFBjr2HHQ8HCgZwj,0.662,0.547,7,-9.031,0,0.448,0,0.112,0.304,86.403,239240,4
Whatever,Salomon Faye,Whatever,6kInFYls6ALd75HPqAYS7B,0.634,0.432,1,-7.897,0,0.171,1.38e-05,0.181,0.273,119.832,196034,4
Say Yeah,TroyBoi,"V!BEZ, Vol. 2",7vBqDxT6CcJhnOCRfM9Wvi,0.828,0.452,6,-6.038,0,0.0458,0.198,0.0884,0.171,100.029,218400,4
Sojourner (feat. J. Cole),Rapsody,Sojourner (feat. J. Cole),6FtCEQZesoKRmjf5LBKyko,0.773,0.622,1,-9.249,1,0.297,0,0.287,0.474,81.194,343173,4
Neighbourhood Watch,Skepta,Neighbourhood Watch,1hWgNoxGuieiPrTOxcC3kd,0.732,0.898,1,-2.525,1,0.0757,0,0.42,0.386,139.962,207250,4
FUN!,Vince Staples,FM!,41uX0L4bro4KfKtDIIEFFe,0.953,0.554,0,-5.12,1,0.076,0.000869,0.106,0.457,101.011,171107,4
"The Mantra - From ""Creed II: The Album""",Mike WiLL Made-It,The Mantra,7mVHy2E0yV3oTnV0OR5uMf,0.703,0.706,9,-3.797,0,0.109,0,0.171,0.43,154.985,252384,4
Enjoy the Ride,Illa J,John Yancey,7IvVCu4wagxDH6nYPIlpt0,0.697,0.706,0,-4.279,1,0.0739,0,0.107,0.721,91.038,233736,4
Senseless - Remix,Stefflon Don,Senseless (Remix),3O3VkFcW34oKuCgJdQ0W2H,0.544,0.621,1,-4.557,1,0.139,0,0.101,0.747,101.337,173438,4
Exhale (feat. Smino),Kemba,Gilda,0inxukVZS8QN3gtxhCYiSD,0.514,0.508,11,-10.549,0,0.249,0.00142,0.194,0.139,126.852,260627,4
Für den Fall,Döll,Nie oder jetzt.,52Xchs0kshC2EvWqcjzR5g,0.609,0.6,6,-7.626,1,0.391,0,0.172,0.799,74.437,109657,4
Valentino Camouflage,Luciano,Valentino Camouflage,5phG3pqcfpBIKE63vpheYb,0.811,0.729,7,-5.421,1,0.452,0.000131,0.125,0.632,195.983,166773,4
Sundress,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,3.68e-06,0.143,0.743,125.005,158206,4
The Answer,Daisy Maybe,The Answer,60CWf0q6sHcx5xcYP2Xd59,0.754,0.569,5,-6.915,0,0.0637,5.98e-05,0.0919,0.185,126.932,233268,4
Dark Things,VIC MENSA,HOOLIGANS,7rY1py6YVjgxYPYTi5z460,0.572,0.577,10,-6.044,0,0.135,0,0.166,0.25,161.905,192467,4
Bad Omens,Black Josh,Yung Sweg Lawd,39PB6xxAA5TlEkqUtaRfaX,0.749,0.805,11,-8.317,1,0.166,0,0.574,0.392,82.968,230782,4
Blue Lights,Jorja Smith,Lost & Found,1It1TxBK3xIQAB4xJkPevn,0.692,0.57,7,-8.077,1,0.185,0,0.107,0.309,91.917,250454,4
The Mint (feat. Navy Blue),Earl Sweatshirt,Some Rap Songs,5uLZ3YIQGC0mOk6q3lJ6Ng,0.417,0.731,11,-4.989,1,0.265,0.0352,0.621,0.575,134.003,165120,1
Do It on My Own,Statik Selektah,Still 1982,6ANjxGtVGWRzo2yNUcDSmq,0.544,0.955,10,-4.601,0,0.461,0,0.884,0.413,82.414,199344,4
No Pork,Dave East,No Pork,6oehXbAxVzX6tqepCk7oOa,0.678,0.795,10,-6.126,0,0.344,0,0.0995,0.924,176.157,196364,4
Black Magic,Gavlyn,Black Magic,27g1T8mDwgRMPj5wYpSAD7,0.608,0.536,7,-8.242,1,0.353,4.21e-05,0.113,0.667,77.973,205450,4
U Shud Kno,TroyBoi,"V!BEZ, Vol. 2",29yYFMNEAefRigbDLGyt07,0.803,0.528,5,-11.431,0,0.0443,0.0977,0.215,0.197,94.983,202105,4
SICKO MODE,Travis Scott,ASTROWORLD,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0,0.124,0.446,155.008,312820,4
Just Watch Me,Kelvyn Colt,Just Watch Me,3bva2jQ8yEmQDrKY13uGSc,0.785,0.622,3,-4.923,1,0.272,0,0.206,0.626,88.042,149697,4
Shit Real (feat. Tee Grizzley),Jay Rock,Redemption,73FGHY5jZ1b6Ia1o15UPqC,0.839,0.678,8,-6.865,0,0.148,2.05e-05,0.118,0.303,104.02,140339,4
DTW,Illa J,John Yancey,73YR7WUdg0bpvhPG5GnX4J,0.62,0.842,10,-5.223,0,0.442,0,0.488,0.528,87.649,252518,4
4 Uhr Nachts,Sido,4 Uhr Nachts,3WtVfsf6ASh1Eaib3bzPeX,0.767,0.862,11,-3.119,1,0.133,4.5e-06,0.0929,0.741,90.035,194787,4
mercy (feat. Vic Mensa),Grace Weber,mercy (feat. Vic Mensa),04SQtDdAFPAVX4jHeK5nAC,0.649,0.424,2,-7.633,1,0.0483,0,0.0861,0.476,77.756,202227,4
Furnace,Dag Savage,Furnace,2X1cxPeYcHOrZ2FYbChfdK,0.778,0.536,7,-12.008,1,0.268,0,0.0548,0.664,137.952,218000,4
Higher (King Pt. 6),Big K.R.I.T.,TDT,2hSHnSiV7gMp3u48Pqsvfy,0.618,0.73,1,-3.657,0,0.355,0,0.121,0.107,91.728,160435,4
December 24,Earl Sweatshirt,Some Rap Songs,0LppLsxXXDBTqihx84BJGo,0.547,0.679,1,-6.374,1,0.383,0,0.154,0.558,79.618,106853,4
Learned From Texas,Big K.R.I.T.,TDT,6E1xeGoNLB0XWt5NnHVXvM,0.782,0.751,2,-4.995,1,0.12,0,0.0615,0.572,128.079,192875,4
NKS in mein Block,Kwam.E,"Original Rudeboy, Vol. 1",59ZlJX4VQ21hsJa0Oumni3,0.875,0.941,1,-4.008,0,0.373,1.66e-06,0.106,0.636,84.003,187050,4
They Shootin,Clear Soul Forces,Still,2dAmQNTHlJwzGYGq5rWtOQ,0.796,0.724,2,-5.476,1,0.364,0,0.107,0.373,92.156,226793,4
64bitnoosehanging,dollbreaker,64bitnoosehanging,5yz9f9Sq7iQPDYQ1Ldo9Om,0.658,0.522,2,-11.04,1,0.104,0.00147,0.241,0.323,99.997,155272,4
Pull Up (feat. Lethal Bizzle & Maleek Berry),Diztortion,Pull Up (feat. Lethal Bizzle & Maleek Berry),5eXOick5bpoeBPF2PXjW5J,0.549,0.82,1,-6.308,1,0.0748,0.00149,0.372,0.795,194.036,128281,4
The Man Who Has Everything,Chance the Rapper,The Man Who Has Everything,3woRy7uxzl1lO2XO99oHsN,0.686,0.469,1,-9.065,1,0.291,0,0.121,0.156,72.998,218624,4
KIKA,6ix9ine,DUMMY BOY,0IFMbLUK5ttPmXyK16qUQu,0.745,0.715,1,-3.368,0,0.246,0,0.182,0.342,94.511,136032,4
Mo Bamba,Sheck Wes,MUDBOY,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.00986,0.248,0.261,146.034,183907,4
Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0,0.148,0.536,96.057,179449,4
ZEZE (feat. Travis Scott & Offset),Kodak Black,Dying to Live,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0,0.0924,0.504,98.043,228760,4
"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",Teyana Taylor,"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) [Remix]",6D53lwtCp4kY6B7aZGkOxB,0.547,0.6,10,-7.546,0,0.351,0,0.145,0.49,89.041,289147,4
Dealer Plates,Willie The Kid,Dealer Plates,35i1NfHA3fzHRoTksgv4sh,0.444,0.817,7,-5.67,0,0.14,0,0.0782,0.205,83.542,168571,4
Doja Sweet (feat. A$AP Rocky & Bun B),Killa Kyleon,Candy Paint N Texas Plates,6Xls9Nw9ip9Rtlki3egeYc,0.736,0.76,10,-6.775,0,0.116,0,0.37,0.816,139.968,348945,4
We Get High,Black The Ripper,420 Mixtape,2PZk8e4xpOI0nniI9Ds06O,0.515,0.655,8,-7.525,1,0.244,0,0.0728,0.655,119.045,170057,4
Chezè Librè,i.F.,The Tip Of A Tab (PO+),4caH4ywEJoT1hbKXZWpm5W,0.456,0.806,3,-7.891,0,0.268,0,0.117,0.766,78.594,236563,4
Rauchschwaden,Various Artists,Straight aus Karlsruh,00GnluNlvgUcrwqypTnK2L,0.699,0.66,11,-10.141,1,0.415,0,0.492,0.46,90.169,186694,4
9th vs. Thought,Black Thought,Streams of Thought Vol. 1,0t7k99JA9z0KaMw1BoEpk8,0.751,0.933,7,-2.188,1,0.294,0,0.071,0.458,93.032,167742,4
Läuft,YUGO,YUGO,49ruD90fwSwreGGzpVuugF,0.858,0.543,11,-8.269,0,0.101,1.87e-05,0.103,0.313,81.015,153607,4
Mids,Nickelus F,STUCK,7LpPbFfwlnwiWuu8cEQED7,0.699,0.579,4,-9.578,0,0.052,1.38e-06,0.227,0.828,158.074,218645,4
Vorstadt,Tua,Tua,5iBiopRhr1VtpLVrdQqYQy,0.498,0.622,11,-8.196,0,0.288,0,0.178,0.561,91.774,260693,4
Dope Game,Baka Not Nice,4Milli,20BSdaBpIUvUv6PUvqJN8l,0.84,0.539,7,-6.146,1,0.0965,1.34e-06,0.124,0.07,140.016,219429,4
Pinball II (feat .Correy C),Bas,Pinball II (feat. Correy C),73Qx1L56VRLYyKqfSi3xLE,0.819,0.642,11,-9.309,0,0.311,0,0.0686,0.247,139.97,179138,4
Nobody Knows,Russ,Just In Case,1pNAf6W7POwjOD8x8mWf8G,0.715,0.71,4,-9.504,1,0.432,0.000284,0.103,0.526,162.043,215556,4
Benzema,Capital Bra,CB6,0gyO8zq1Hw5GTQ33EXcc40,0.785,0.699,10,-6.691,0,0.359,0,0.12,0.286,100.908,159152,4
Low-Key,Hopsin,Low-Key,1LpVOoC6yTrcJVxdCMGicj,0.645,0.833,11,-3.715,1,0.32,0,0.134,0.721,83.534,212701,4
4 Tha Three,Big K.R.I.T.,TDT,2GIkUgU15DL0SYF0DNYatt,0.844,0.837,10,-4.25,0,0.2,0,0.221,0.796,140.004,181714,4
Nothin' Less,Kwam.E,"Original Rudeboy, Vol. 1",2w899OrftVMHjzkRYYMkG0,0.735,0.748,9,-5.248,1,0.434,0,0.145,0.624,171.957,198190,4
Onigiri,Elaquent,Blessing in Disguise,666CZWnBgA5jjDCUCmvTyj,0.681,0.636,0,-7.933,1,0.0669,0.907,0.114,0.322,85.998,200986,4
Nobody Knows,Stephen Smith,Nobody Knows,0t0ICqeav5NVYF0GbMbt0j,0.508,0.672,10,-9.877,0,0.355,0,0.294,0.363,100.138,177000,4
Hamburger Schule,Steuerfreimoney,Sampler Volume 1,1bGpNfxwBH8cKcmgUOPRge,0.796,0.632,7,-6.106,1,0.36,0,0.121,0.607,95.03,187857,4
Zeit,LGoony,Lightcore,5EAtsYpbep10rHAzQ35xQi,0.745,0.764,11,-4.831,0,0.0451,0,0.135,0.506,141.96,205200,4
Hobby Hobby,MERO,Hobby Hobby,260R90ctQ1SiPax90PuEsT,0.737,0.75,8,-6.464,1,0.298,0,0.131,0.857,81.955,153308,4
Hallo Hallo,Azet,Super Plus,0RjhrAgD7bSYBi0fyqX616,0.82,0.653,7,-6.693,0,0.24,0,0.165,0.666,98.053,166725,4
Batman (feat. Jamule),Kool Savas,KKS,4kNVt4uMKI9x53wnuYfWd3,0.804,0.747,1,-5.708,0,0.307,0,0.235,0.559,93.009,145248,4
You Should've Known,Hopsin,You Should've Known,6FV7RivrHzOwu6SkLRRYmY,0.766,0.525,1,-10.217,1,0.192,3.56e-06,0.106,0.324,137.077,194231,4
The Lost Angels Anthem,Blu,A Long Red Hot Los Angeles Summer Night,6GzM9lH9GJXY3pJt3BWNjF,0.595,0.831,3,-6.746,1,0.136,0,0.205,0.276,96.007,243433,4
Off White,Kota the Friend,Off White,0JCBZrD9qhsQvjUobpflXz,0.754,0.664,5,-5.804,0,0.764,0,0.0916,0.398,85.005,68470,4
Pure Water (with Migos),Mustard,Perfect Ten,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0,-5.545,1,0.127,0,0.344,0.137,202.015,192471,4
City Blues,TOBi,STILL,4QbTcp2z5K8pST7UHObaKE,0.728,0.471,1,-9.094,1,0.366,0,0.1,0.482,161.846,231111,4
Nothing Burns Like The Cold,Snoh Aalegra,FEELS,1MSNfqOWHPcxzXz2Kw2W0o,0.674,0.468,0,-7.619,1,0.0696,0.000939,0.0873,0.351,139.691,209912,4
Keyser Söze,Dope D.O.D.,Do Not Enter,1YIe5pWex5cwyuYZqbucks,0.624,0.676,2,-9.297,1,0.27,0,0.889,0.321,85.857,208842,4
dust,RIMON,BBYGIRL FOCU$,1kR2AzyFnBVzKIjjgMftoO,0.711,0.634,10,-8.141,0,0.157,0.000124,0.155,0.418,95.022,257002,4
Culture,KUSO GVKI,Culture,302OIa2NJoBOuZKUvukidA,0.823,0.542,2,-10.675,1,0.109,0.0138,0.358,0.407,122.058,120293,4
John Gotti,Sean Price,86 Witness,0HTKqytntjrNx3GtGhYChG,0.661,0.927,4,-5.626,0,0.293,0,0.215,0.436,90.085,199747,4
Dynasties,Tedy Andreas,Dynasties,3atfKrkZ8ES06GgG2ZZ7eK,0.579,0.626,8,-6.683,1,0.395,0,0.108,0.741,75.612,212500,4
What's Free (feat. Rick Ross & Jay Z),Meek Mill,Championships,4iQ5gmTAzWfK8JyFC2LBox,0.511,0.718,11,-6.293,0,0.404,0,0.111,0.267,166.42,362839,4
40 Acres,Chester Watson,Project 0,5Oz85GKyq6Q5fIBgliujKP,0.514,0.552,2,-9.387,1,0.217,0.000986,0.137,0.535,83.987,167071,4
Bonzai / Terry - From Spotify Studios NYC,Action Bronson,Spotify Singles,7jWuKy1nYuQWy9Mkw0e5Si,0.488,0.652,8,-7.739,0,0.31,0,0.13,0.517,88.685,319846,4
Corniche (feat. Action Bronson),Roc Marciano,RR2: The Bitter Dose,4GPU1pqtfpUi2m8uLkbmyH,0.425,0.809,10,-3.544,0,0.252,0,0.0818,0.81,138.633,189796,4
B-52,Takt32,B-52,2cFE6vUmoaajChUY2yrtk9,0.785,0.724,7,-7.662,1,0.599,0,0.128,0.667,92.876,180645,4
Ntro,183rd,Uptown,2NtJo38Ghyg708DoGADw9S,0.7,0.682,0,-8.722,0,0.258,4.74e-05,0.256,0.718,93.764,97633,4
Immer so,Savvy,Immer so,6vhbQZEthal77lJK26hOZq,0.915,0.638,7,-6.357,1,0.318,0,0.292,0.567,134.928,206000,4
Voodoo,Spillage Village,Bears Like This Too Much,4ofeOC5QE3bzzD9G2G743g,0.932,0.565,1,-9.588,1,0.223,0,0.113,0.535,137.009,255053,4
Swoosh,Lukees,Swoosh,5H2As5mDTp48COkvoJqCfR,0.766,0.614,6,-3.255,1,0.472,0,0.104,0.707,163.159,120686,4
Purple Fox,Tuamie,"Emergency Raps, Vol. 1",29OI30JZBNDnuuoedErjKE,0.505,0.806,8,-8.268,1,0.827,0,0.227,0.949,67.05,203469,3
Cloaked Out Boss Playa,The Doppelgangaz,"Beats for Brothels, Vol. 4",40G5JKDVs87EFC9q9FSS4P,0.69,0.586,7,-8.287,1,0.14,0,0.0762,0.36,94.007,206868,4
Get Active,Jeff Kush,Get Active,7gp8NlMgtMVVFyBEKMsRsH,0.827,0.46,9,-9.651,1,0.0845,3.13e-06,0.271,0.503,140.032,164571,4
Dollars,Argonautiks,Gaffa,4fRIltKmFbMPVaMa5NsSS7,0.616,0.522,3,-10.174,0,0.901,0,0.137,0.358,174.32,190957,5
Nebenbei,BIBIZA,Nebenbei,1oNTLhJ2j2UfQIfACqboNG,0.824,0.722,11,-6.188,0,0.131,0,0.101,0.837,91.049,162257,4
Get Down,C.Rou,Get Down,6wFEZMRNy8xzEqLVHWdZry,0.656,0.527,1,-7.301,1,0.376,0,0.0749,0.874,95.625,200211,4
Littbarski,Dendemann,da nich für!,3dd4m6ax1MjmxY29pIAayd,0.753,0.804,2,-4.99,1,0.343,0,0.0832,0.658,128.438,226814,4
Drip Juice,Money Boy,Drip Juice,4EYrzeA3hKCFneD0Pm4E9X,0.881,0.352,2,-9.079,0,0.25,1.71e-05,0.0881,0.263,114.026,173000,4
Gott sei Dank,MUSA,Gott sei Dank,2zzZq1OSmrlr4gHNsAltAv,0.801,0.736,9,-5.662,0,0.0719,0,0.342,0.658,92.967,154149,4
Swipe Swipe (feat. Juicy Gay),Dexter,Swipe Swipe (feat. Juicy Gay),3PuANvgs8zT3MxF6UQ7BRV,0.916,0.534,2,-12.383,1,0.346,0,0.0792,0.751,144.407,206094,4
Stubborn Ass,Young M.A,Herstory in the Making,1Rbd7I1oCXx4LIIRtlykSE,0.605,0.422,1,-5.288,1,0.277,5.52e-06,0.342,0.205,87.273,200670,4
Friend Zone,Salomon Faye,Friend Zone,3C3G2wGwcY6ViUmWtSWgwn,0.645,0.482,3,-13.532,0,0.257,0,0.107,0.614,150.912,294040,4
Der Shit,Johnny Rakete,Der Shit,7LQ0THhFqfclTUZtXq1G88,0.812,0.699,8,-5.953,1,0.355,0,0.0902,0.661,92.035,190560,4
Low Low (feat. Aloe Blacc),Choosey & Exile,Black Beans,49jo1Qgol21SqHYpDUQzDy,0.423,0.813,0,-4.593,1,0.0425,7.76e-06,0.0774,0.507,86.453,267189,4
Wish You Were Here,Skepta,Wish You Were Here,2nHa4cHT0pEeZz5NDjXG9B,0.738,0.725,10,-6.993,0,0.358,0,0.0531,0.65,56.518,195556,4
Shack Norris,Shacke One,Shackitistan,7BXlr7YtiucrtEsKBcIZzb,0.654,0.784,4,-6.899,0,0.215,6.54e-06,0.397,0.525,96.283,197219,4
Limewire,Mauli,Limewire,3YaUGsiimbmn9l4kxMhJQN,0.663,0.735,9,-5.395,0,0.0483,0,0.0469,0.111,143.908,152015,4
Rosmarin,Longus Mongus,KOMMAKLAR,00VNYZywMn5IR1aoHAjFWi,0.834,0.586,3,-8.674,0,0.138,0,0.109,0.351,138.128,156799,4
Aquarium,Longus Mongus,KOMMAKLAR,61QH7snRINAbcamm8G2Mo8,0.836,0.481,11,-7.988,1,0.429,0,0.116,0.477,134.077,211343,4
Treppen,JACE,Stich,24IghOV27WDhK6UiRNOX7W,0.875,0.642,1,-6.941,0,0.353,0,0.0847,0.309,131.917,167744,4
OooWee,Rapsody,Crown,6pzWZe7LIcfKzriMIk6opx,0.432,0.652,1,-8.745,1,0.32,0,0.158,0.26,76.859,270785,1
Everywhere We Go,Mindflip,Everywhere We Go,48mYxsVeCt6gGVtfIYLYqp,0.922,0.292,5,-8.139,0,0.183,0.000618,0.094,0.551,95.021,193684,4
Bet (feat. Skepta & Michael Phantom),Octavian,Endorphins,3JrYkRVUNq5QLUgVJMCLYz,0.857,0.6,7,-8.694,1,0.38,2.75e-05,0.124,0.841,156.065,169211,4
"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",The Plug,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",1ogmtYEsS4ywfLIhMee5bu,0.672,0.6,0,-9.318,1,0.381,0,0.0945,0.226,147.381,277551,4
Loose Ends,Loyle Carner,"Not Waving, But Drowning",6dEe0H4vjEyy2ukczkB25o,0.79,0.675,11,-6.952,0,0.319,1.36e-05,0.103,0.363,90.961,256198,4
The Power of Same (feat. Muhsinah) - Tall Black Guy Remix,Tall Black Guy,Tall Black Guy vs. 14KT,43jISwG6JXmkbjDOCiauMy,0.673,0.735,2,-3.718,0,0.0697,9.4e-05,0.0881,0.77,91.98,238495,4
Champagne Service,Dizzy Wright,"Nobody Cares, Work Harder",6xoGqYRJo1N9vPUkqKkrYJ,0.754,0.623,10,-3.772,0,0.243,0,0.102,0.474,204.219,160000,4
Wounds,Little Simz,GREY Area,5yuRoOUHov0Y7TBEH0shOR,0.564,0.605,4,-7.264,0,0.148,0.00151,0.101,0.436,133.16,279579,4
Big Whips,Oh No,Big Whips,5qmn72WP3gNCvEOJZm2pu4,0.535,0.895,1,-4.739,1,0.351,0,0.351,0.613,93.377,169153,4
LaLaLa,Shacke One,Shackitistan,2voV1cjF8oCeF2IMFF3zev,0.817,0.638,11,-7.532,1,0.187,8.84e-05,0.244,0.494,94.054,155531,4
a rappers rap about being a black rapper,Salomon Faye,a rappers rap about being a black rapper,6lG9nF8fP58p5V7NpPGr3H,0.664,0.255,6,-17.978,0,0.286,8.74e-05,0.106,0.122,85.032,248471,4
Galaxy Girl,Flatpocket,Dispo II Dispo,2rRv9LHY7S5hYXZWhScNof,0.803,0.553,10,-8.343,0,0.0866,0.675,0.106,0.657,93.199,141667,4
The Finer Things,Kankick,From Artz Unknown,0lOqhq1F1X3h5z6G0aPHxz,0.853,0.578,11,-8.459,1,0.298,0,0.112,0.488,91.946,224293,4
Coco Mango Sliced - Power Outage Mix,Damu The Fudgemunk,Coco Mango Sliced,5zYwE0Wxn9YgImCnC6zDC3,0.724,0.75,10,-4.974,0,0.132,6.78e-06,0.438,0.732,94.949,131019,4
Fleisch,Hanybal,FLEISCH,7m8pU6LfXdDIJfpZs1kYuD,0.73,0.77,11,-5.23,1,0.366,2.16e-06,0.0747,0.526,123.867,157819,5
The Old Us,Hopsin,The Old Us,2xgk9GoalEjOBHrZ6TWVqv,0.435,0.719,4,-6.82,0,0.149,0,0.102,0.137,93.132,274282,4
Therapy,Little Simz,GREY Area,6Vc8I8pCsC914pHTzaMwtl,0.537,0.707,4,-6.227,0,0.225,0.000104,0.119,0.534,180.794,195509,4
Blessed (feat. Yann Gaudeuille),DVTCH NORRIS,"Fahad Seriki, I Hate You",004TG7ITU1h7wdvHB0Ad97,0.508,0.622,7,-7.903,0,0.324,3.02e-05,0.193,0.625,92.63,206800,5
Wir ticken,Capital Bra,CB6,1ag6DENIjtcmRFCx5JjUng,0.633,0.691,7,-4.952,0,0.419,0,0.17,0.823,180.051,203067,4
"Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)",Beast Coast,Escape From New York,0q3C21uLnMbPVBlO0vaPhi,0.694,0.625,1,-6.599,1,0.0563,0,0.104,0.265,121.793,223320,4
